Subject;Course Code;Course Name;Course Description;Summary;Course Number;Total Courses;Course Rank;category;Monday;Tuesday;Wednesday;Thursday;Friday;Time;TimeOfDay
Portuguese and Brazilian Studies ;POBS 0630D;A Luta Continua: African, Asian, & Indigenous Responses to Coloniality in the Lusophone World;In this course we will examine the reverberations of anticolonial movements in Portuguese-speaking African and Asian territories, as well as in Indigenous movements in Brazil. Focusing on political, social, and cultural dimensions of emancipation, we will ask: How have African, Asian, and Indigenous writers and artists imagined emancipatory endeavors for their peoples, their countries, and their worlds? What is the role of cultural expression in world-sharing and world-building in response to centuries of colonialism and its legacies? We will broach these questions by reading a broad range of texts, watching films and documentaries, and looking at works of art that respond to manifestations of colonial power. This course also aims to build written and oral proficiency in Portuguese and develop knowledge of the diverse cultures of the Portuguese-speaking world. Conducted in Portuguese.;N/A;630;9;3;1;0;1;0;1;0;2:30pm;Afternoon
Portuguese and Brazilian Studies ;POBS 0810;Belonging and Displacement: Cross-Cultural Identities;"Focuses on the representation of immigrants, migrants and other ""border crossers"" in contemporary literature from Brazil and other countries. How do people respond to the loss of home and the shift to a new culture? Is ""going home"" possible? How do individuals deal with their dual or triple identities? Piñon, Lispector, Scliar, Rushdie, Salih, Cristina Garcia, V. S. Naipaul and others. Conducted in English. Enrollment limited to 19 first year students.";"""Belonging and Displacement: Cross-Cultural Identities"" (POBS0810) is a first-year seminar focusing on literature on the themes of belonging and displacement in the context of immigrants from Brazil and other countries.

Professor Patricia Sobral received nothing except glowing reviews from her students. She was described as ""a treasure to the university"" and one of the ""best parts of the course."" Reviewers found that she did an excellent job facilitating discussion and fostering a community among students. Several noted that she offered opportunities outside of class time to help to build community through optional lunches each week.

Assignments consisted of readings, three papers, one in-class essay, and a final project. Students did not find the assignments especially difficult and felt that they had a fair degree of creative liberty in completing them. They also emphasized that the in-class essay was very relaxed and not stressful. As long as students were engaging with the material and coming to class they could expect to perform well and learn from the course.

Overall, reviewers had nothing but praise for the course and Professor Sobral. Many noted that this course was extremely impactful to them and described it as an ""unforgettable experience,"" ""hugely-transformative,"" and ""something I wish every first-year had an opportunity to experience."" Additionally, many students felt that the course fostered a strong connection between students that they expected would last far beyond the conclusion of the semester. For those who are interested in the themes of the courses—identity, belonging, home, and displacement—POBS0810 seems to be the perfect course.";810;9;4;2;0;1;0;1;0;9am;Morning
Portuguese and Brazilian Studies ;POBS 1501J;Lusophone (Creative) Environments: Imagining Nature in the Portuguese-Speaking World;We will learn about how cultural production from Brazil, Lusophone Africa, and Portugal imagines the environment and the human impact on the natural world. How does culture frame environmental issues such as deforestation, species, habitat loss, genetically modified crops, and environmental justice? What is the relationship between environmental depredation, social inequality, and racial discrimination? What is the place that cultural expression plays in intervening in environmental crises – either imaginatively or in other ways? How do the environmental humanities dialogue with efforts to decolonize culture? We will broach these questions by reading a broad range of texts, watching documentaries, listening to podcasts, and looking at artworks that touch on environmental issues. We will pay particular attention to the creative output of Indigenous and Afro-Brazilian authors, visual artists, filmmakers, and other cultural agents and activists. Conducted in Portuguese.;;1501;9;5;2;0;1;0;1;0;1pm;Afternoon
Portuguese and Brazilian Studies ;POBS 1601U;International Solidarity and the Struggle for Independence of Portuguese Colonies;This course introduces students to an overview of the international solidarity with the struggle for independence of Portuguese colonies, including the myriad ways through which states, non-state actors and individual activists engaged with the liberation movements. Building on existing scholarship, the course will center on the role played by international solidarity in fueling anticolonial and anti-racist discourses for foreign audiences and attracting material and non-material resources for the liberation movements.;;1601;9;6;2;3;3;3;3;3;3;3
Portuguese and Brazilian Studies ;POBS 2500C;Brazilian Landscapes of Crisis and Hope;How do we imagine human and more than human actors and landscapes marked/marred by coloniality, predatory extractivism, slavery and epistemicide, and their contemporary fallouts? Is it possible to think of alternate futures in light of human-generated environmental crisis? This course focuses on Brazilian literary and cultural production that confronts what Aníbal Quijano termed the “colonial matrix of power” as well as how this framework has sparked multiple forms of resistances that have contributed to a creative de-colonialization of knowledge and the imaginations of other possible futures that confront colonial power in its various iterations. In particular, we will examine the creative relation between decoloniality and nature through works by Indigenous and Afro-Brazilian authors, visual artists, filmmakers, and other cultural agents and activists that reimagine the interactions between and possible common futures of humans and more than humans.;;2500;9;7;3;0;1;0;1;0;4pm;Afternoon
Portuguese and Brazilian Studies ;POBS 2970;Preliminary Examination Preparation;For graduate students who have met the tuition requirement and are paying the registration fee to continue active enrollment while preparing for a preliminary examination.;;2970;9;8;3;0;1;0;1;0;9:30am;Morning
Portuguese and Brazilian Studies ;POBS 2990;Thesis Preparation;For graduate students who have met the residency requirement and are continuing research on a full time basis.;;2990;9;9;3;0;1;0;1;0;9am;Morning
Political Science;POLS 0110;Introduction to Political Thought;What is justice? What is freedom? What is the basis of political authority? What is the nature of the best regime? Why should we obey the laws? When may we legitimately resist? These and other perennial questions of political life are explored. Readings includes Aristotle, Machiavelli, Hobbes, Locke, Rousseau, Marx, and J.S. Mill.;"“Introduction to Political Thought” (POLS0110), taught by Professor Alexander Gourevitch, is a writing-designated course exploring the themes of morality, equality, freedom, and authority in politics. Students read the works of some of history’s greatest political thinkers, from Hobbes to Plato to Rousseau. As an introductory political science course, POLS0110 has no required prerequisites, but reviewers found past philosophy, political science, and history courses to be useful background.

Students described Professor Gourevitch as a passionate lecturer who “knows what he’s talking about.” Some found his lectures to be quite fast-paced but added that lectures were very effective at illuminating difficult material from the readings. Responders also mentioned that Professor Gourevitch was always willing to stay after class to talk to students and answer questions. POLS0110 also includes weekly discussion sections led by TAs. The TAs had weekly office hours and did all of the grading for this course.

Assignments for POLS0110 included three papers, weekly readings, and a take-home final exam. Each consecutive paper was longer and counted for a higher percentage of the final grade. Students said the weekly readings were very long and ranged from “relatively understandable” to “difficult to comprehend.” Reviewers found the papers to be reasonably challenging but said the final exam was rather difficult. The exam included a quote-identification portion, which students felt unprepared for. Besides the exam, students felt most of the coursework was quite relevant.

Overall, students felt they highly benefited from Professor Gourevitch’s engaging lectures. They did feel, however, that readings could have been shorter or fewer in number. Respondents also wished that the take-home final exam had been simpler. Reviewers highly suggested that future students of POLS0110 do their best to always keep up with the readings. Students were split on whether or not they would recommend POLS0110 to non-concentrators, but they nearly all felt that they learned a lot.";110;27;1;1;1;0;0;0;0;3pm;Afternoon
Political Science;POLS 0400;Introduction to International Politics;This course provides a basic introduction to the central theoretical perspectives and debates in international relations. The second part of the course applies these models to current problems in international relations, including globalization, state failure, humanitarian intervention, NGOs, terrorist networks, environmental issues, and possible future change in international politics.;;400;27;2;1;3;3;3;3;3;3;3
Political Science;POLS 0500;Foundations of Political Analysis;This course provides an introduction for undergraduate students to the methods that political scientists (and other social scientists) use to generate and answer questions about the world around us. This course will provide you with the tools to evaluate critically social science research, and it will improve your ability to pose and answer research questions of your own. Both quantitative and qualitative approaches are covered. Not open to first year students.;;500;27;3;1;3;3;3;3;3;3;3
Political Science;POLS 0820L;Philosophy of the American Founding;In framing our political system in the Constitution, who did the Founders rely on for their theoretical framework? In this course, we will explore the works of Montesquieu, Adams, Franklin, Jefferson, Madison, Hamilton, and other contributors to the Constitution. Enrollment limited to 19 first year students.;;820;27;4;1;3;3;3;3;3;3;3
Political Science;POLS 0820Y;The Politics of Race and the Criminal Justice System;This course examines the politics of race and the criminal justice system in the U.S. It proceeds in three parts. First, it examines the political origins and consequences of racial disparities in citizens’ interactions with the police, courts and prisons. Next, it considers how the public, the media, and politicians relate and respond to these issues. Finally, the course concludes by examining the prospects for reform and the consequences of inaction.;N/A;820;27;5;1;0;0;1;0;0;3pm;Afternoon
Political Science;POLS 1010;Topics in American Constitutional Law;This course will examine major constitutional controversies within the context of wider debates in political and legal theory. Readings from Supreme Court cases and prominent texts in political/legal theory. Each year we will focus on a different theme and set of constitutional issues. Topics might include a mix of federalism, separation of powers, privacy, free speech, and abortion. We will also focus how political and legal theory helps us to consider these topics in tandem .;;1010;27;6;1;3;3;3;3;3;3;3
Political Science;POLS 1020;Politics of the Illicit Global Economy;"This course is about the ""underside"" of globalization. It introduces key sectors of the illicit global economy, including the clandestine flow of drugs, arms, people, body parts, arts and antiquities, endangered species, and toxic waste. The course compares these illicit sectors across time and place, and evaluates the practice and politics of state regulatory efforts. Particular attention is given to the role of the U.S. in the illicit global economy.";;1020;27;7;1;3;3;3;3;3;3;3
Political Science;POLS 1090;Polarized Politics;Focus will be on growing partisan polarization in American politics. Existence of polarization in institutions like House of Representatives, Senate, the presidency, federal courts, media, and religion will be examined. Emphasis will include the roles of political elites, non-elites, lobbyists, money in politics, red states/blue states, House and Senate rules, particular pressures created by budget, domestic, foreign policy, defense and homeland security issues. Requires extensive reading, detailed paper, take-home final exam and active class participation. Expectation to remain informed about current events as they apply to partisan polarization and to weigh the impacts of polarized politics on a democratic nation.;;1090;27;8;1;0;1;0;1;0;10:30am;Morning
Political Science;POLS 1315;Diversity & U.S. Minority Politics;In this course, students examine the politics of social groups in order to gain a broader perspective of the American political process. Topics can vary, and include a review of the major developments in American politics for historically discriminated groups including women.;;1315;27;9;1;0;1;0;1;0;10:30am;Morning
Political Science;POLS 1440;Security, Governance and Development in Africa;"Some of the fastest-growing economies in the world now lie in sub-Saharan Africa. Yet Africa is also home to some of the world’s most corrupt and violent states. This course will provide a variety of lenses through which to view these and other paradoxes on the continent, with a focus on security, governance and economic development. Topics will include the long-term consequences of colonialism and the slave trade; the politics of independence; the causes and effects of crime, violence and civil war; democracy and democratization; the promise and pitfalls of foreign aid; and the challenges of building strong, stable states.";;1440;27;10;2;3;3;3;3;3;3;3
Political Science;POLS 1500;The International Law and Politics of Human Rights;"Introduces students to the law and politics of international human rights; examines the construction of an international human rights regime and its influence on international politics. Will survey the actors and organizations involved in the promotion of human rights around the globe, as well as the obstacles. Will review competing conceptions of human rights, whether human rights are universal, problems of enforcement, and the role of human rights in foreign policy. Major topics include civil and political rights; economic, social and cultural rights; genocide, torture, women's rights, humanitarian intervention, and the international criminal court. POLS 0400 strongly encouraged as a prerequisite.";;1500;27;11;2;0;0;1;0;0;3pm;Afternoon
Political Science;POLS 1820D;Civil Liberties: Moral, Political and Legal Approaches;This course will examine major constitutional controversies within the context of wider debates in political and legal theory. Readings from Supreme Court cases and prominent texts in political/legal theory. Topics include free speech, privacy, abortion, takings and capital punishment. Prior course work in political theory or philosophy recommended. Enrollment limited to 20 juniors and seniors concentrating in Political Science.;;1820;27;12;2;3;3;3;3;3;3;3
Political Science;POLS 1821S;Women and Politics;"How has the importance of gender in politics changed over time? Must women represent women? Can men also represent women? Do women and men participate politically in different ways? Why is there a persistent gender gap in political leadership? Do women campaign differently than men? What are ""women's issues""? Do they affect all women equally? This course explores these and other questions, drawing on a range of literature from political science and public policy. We will also examine contemporary political debates and investigate varying ways in which the categories of gender, race and ethnicity, and other politically-relevant categories intersect. Enrollment limited to 20 juniors and seniors.";;1821;27;13;2;0;0;1;0;0;3pm;Afternoon
Political Science;POLS 1822W;Congressional Investigations;This seminar will explore the role that Congressional investigations have historically played at the intersection of politics, public policy, tension between the executive and legislative branches, law and media, focusing on certain of the seminal Congressional investigations that both reflected and re-shaped the politics of the day. These will include the Pecora investigation into the 1929 stock market crash, the Truman Committee investigation into defense contracting during World War II, the House Un-American Activities Committee, the McCarthy hearings, Watergate. the Iran-Contra hearings and the Senate Permanent Subcommittee on Investigations hearings into the financial services industry.;;1822;27;14;2;3;3;3;3;3;3;3
Political Science;POLS 1824S;The Politics of Migration;Managing migration waves is one of the big challenges of our time, one that is destined to increase in importance as climate change, conflicts, and economic inequality continue pushing people to move. This course provides an overview of cutting-edge research on the causes and consequences of migration. We will evaluate some of the common beliefs about migration using scientific studies: Is it true that most migrants are poor? Do restrictive policies discourage migration? Are immigrants good or bad for the economy? We will discuss the questions at the center of the political debate on migration and critically evaluate each argument based on scientific knowledge. Our discussions will be rooted in specific country cases (Ukraine, Syria, Bangladesh, East Africa, Pacific Islands,…), which we will use to learn about migration episodes and as a basis for a fact-based discussion.;;1824;27;15;2;0;0;1;0;0;3pm;Afternoon
Political Science;POLS 1825M;The Politics of Finance and Financial Crises;We explores politics around management of international money and financial crises. Although it has been argued that management of money is best left in the hands of dispassionate, technocratic experts, we explore the political foundations of national money and international monetary affairs. The course begins with an introductory overview of national and global currencies, monetary policy choices and recent history of international monetary system. The second half of the semester will focus on crisis events, starting with causes of financial crises, and moving to key crisis moments Latin American debt crises, emerging market crises of the 1990s, 2007-8 Global Financial Crisis and the Euro crisis. The last weeks of the course reflect upon the current crisis that has emerged with the Covid-19 pandemic, and its implications for the global political economy and future of the dollar in the international monetary system.;;1825;27;16;2;3;3;3;3;3;3;3
Political Science;POLS 1825S;Latino Politics in the United States;This course will provide an overview of Latino politics in the United States. The Latino population in the United States has eclipsed 62 million and makes up nearly one-in-five people (19%). The purpose of this course is to learn how Latinos interact and relate to United States politics. We will begin by discussing Latino/x ethnicity and analyzing the extent to which Latinos have politicized identities. We will then examine historical and demographic trends, including immigration patterns and policies as well as Chicano social and labor movements. The course will also cover topics related to Latino political behavior including Latino public opinion, voting patterns, and representation. Lastly, we will discuss the role of Latinos in recent elections, reflecting on both the narratives of the “Latino vote” in academia and the media.;;1825;27;17;2;0;1;0;0;0;4pm;Afternoon
Political Science;POLS 1910;Senior Honors Thesis Preparation;Concentrators who have given evidence of superior work in political science may be admitted to honors seminar on the basis of an application submitted in the spring of their junior year. Application and guidelines may be obtained on the Department of Political Science website. Prerequisite: Fulfillment of Methods requirement. Enrollment limited to 20 senior Political Science concentrators. Instructor permission required.;;1910;27;18;2;3;3;3;3;3;3;3
Political Science;POLS 2010;Politics of Futurity;"In this course, we explore approaches to political theory and practice that go beyond what Iris Young calls ""the distributive paradigm"" of both liberalism and 20th century socialisms and seek to understand what a 21st century paradigm that centers the politics of care might include. We will discuss how political horizons are constructed in popular discourse and political action; the structural relations of race, coloniality, and indigeneity and what it would take to change those relations; abolition democracy; the politics of gender; disability justice; and the political economy of degrowth. The purpose of the course is to explore ideas that might shape the politics of the 21st century (and beyond) as well as the political consequences and possibilities implied by their pursuit.";;2010;27;19;3;1;0;0;0;0;1:30pm;Afternoon
Political Science;POLS 2040;Institutions, Crime, and Violence;Will examine relationships and interactions among institutions, criminal actors, and violence. State-based institutions play an important role in explaining the level of disorganized or organized crime. Organized crime groups, in turn, influence both state-based institutions (for example, through corrupting officials) and other criminal activity, often by creating the “rules of the game” by which other criminals can act. Finally, both state-based and criminal actors and institutions influence the level of violence in society. Each of these three influences, and is influenced by, the others. This course offers the opportunity to better understand how these three factors relate to each other.;;2040;27;20;3;3;3;3;3;3;3;3
Political Science;POLS 2100;Proseminar in American Politics;"Introduction to broad issues in American politics. Topics include the interplay of political institutions in the American setting, public opinion formation, the process of policy-making, and voting behavior. Enrollment limited to 14. Graduate students only; qualified undergraduates with instructor permission.";;2100;27;21;3;3;3;3;3;3;3;3
Political Science;POLS 2130;Proseminar in International Relations;"Surveys the main theoretical trajectories and intellectual disagreements that define International Relations as a discipline today. Positions examined include varieties of rationalism and constructivism; realism-liberalism-sociological approaches; and systemic and subsystemic theories. Also considers debates about the contours of contemporary world politics, America and the world, moral issues, and the links between theory and policy. Enrollment limited to 14. Not open to undergraduates.";;2130;27;22;3;0;1;0;0;0;8:30am;Morning
Political Science;POLS 2330;Politics in India;"This seminar will present Indian politics in a comparative and theoretical framework. It will focus on four themes: British India and Indian Nationalism; India's democratic experience; politics of ethnic and religious diversity; and political economy, concentrating especially on India's economic rise. Readings include the classics of the subfield of Indian politics and political economy, but also quite a lot of recent scholarship. Enrollment limited to 14 graduate students.";;2330;27;23;3;0;1;0;1;0;1:30pm;Afternoon
Political Science;POLS 2341;Supposing Hannah Arendt is Antiblack, Then What?;What would it mean to reckon with the anti-blackness found in the corpus of Hannah Arendt, arguably one of the greatest political theorists of the twentieth century? The course approaches this question in two parts. The first half of the course will be devoted to critically engaging, on their own terms, the texts within Arendt’s corpus that theorize blackness through considerations of education, slavery, settler-colonialism, education, civil disobedience and revolutionary violence. The second half of the course will turn to a growing secondary literature that has reckoned with Arendt’s anti-blackness and offers alternative conceptions of the political, the social and common sense to propose new ground for theorizing the possibilities of black flourishing. After doing the careful work of critical reconstruction throughout the semester, students will be positioned to offer their own research-informed insights about the question of the course.;;2341;27;24;3;0;0;1;0;0;4pm;Afternoon
Political Science;POLS 2580;Quantitative Research Methods I;This course introduces students to statistical theory and quantitative methods commonly used in political science and public policy. The course focuses on statistical inference using multiple techniques of regression analysis and gives students opportunities to become proficient users of the statistical software package R as they develop statistical models and analyze their data. Enrollment limited to 14. Open to graduate students in Political Science only.;;2580;27;25;3;0;1;0;1;0;4pm;Afternoon
Political Science;POLS 2605;Quantitative Research Methods III;Advanced Quantitative Research Methods is the third course in the methods sequence for graduate students in political science and an intermediate-level course in statistics and applied econometrics for graduate students in political science and public policy. Topics will include causal inference, difference-in-differences designs, instrumental variable approaches, regression discontinuity designs and hierarchical models. The course will be applied, focused on grasping the use of these methods in practice and facing practical data limitation challenges. Special focus will be given to understanding the most recent advances in the literature on each of the strategies studied. I expect that most of you have already taken POLS2580 and POLS2590, and that all of you are familiar with core statistical and econometric concepts. Our sessions will be divided between lectures, group work and data analysis in Stata and/or R.;;2605;27;26;3;0;0;1;0;0;6:30pm;Evening
Political Science;POLS 2990;Thesis Preparation;For graduate students who have met the residency requirement and are continuing research on a full time basis.;;2990;27;27;3;0;1;0;1;0;9am;Morning
Persian;PRSN 0100;Basic Persian;Fast-paced course for beginners. Course stresses acquisition of Persian alphabet and basic grammatical patterns, beginning levels of speaking, listening, reading, and writing. Strong emphasis on the links between language and culture. One additional hour in consultation with instructor and enrolled students.;;100;3;1;1;3;3;3;3;3;3;3
Persian;PRSN 0300;Intermediate Persian Language and Culture;"Expands students' proficiency in modern Persian language and culture; develops listening, speaking, reading and writing skills at the intermediate level through various texts and multimedia. Prerequisite: PRSN 0200. One additional hour in consultation with instructor and enrolled students.";;300;3;2;2;3;3;3;3;3;3;3
Persian;PRSN 0500;Advanced Persian Language and Culture I;For students who have completed PRSN 0400 or have acquired language skills above the intermediate level through contact with Persian in other ways. The main goal of this course is to improve speaking, listening, reading and writing skills and promote exposure to the culture. It will enable students to expand their knowledge of the language by studying samples of modern and classical Persian literature in order to advance toward mastery of contemporary literature. The course will motivate students to communicate both in written and spoken Persian by utilizing the adequate grammatical order and correct vocabulary. Prerequisite: PRSN 0400.;"Fifth in the Persian language series, “Advanced Persian Language and Culture I” (PRSN0500) aims to continue to improve students’ language skills and understanding of Iranian culture, with a particular focus on literature. Except for students who have advanced Persian skills through outside contact with the language, the prerequisite for this course is completion of ""Intermediate Persian Language and Culture"" (PRSN0400).

Reviewers wrote that Professor Iraj Anvar’s feedback in class was extremely helpful, adding that he always gave friendly advice and was open to new material. They felt that he made plenty of time for his students outside of class. This course only met once a week, and one thing students would have liked to see was more conversation time in class or in separate conversation sections. Regardless, respondents thought that Professor Anvar led engaging and helpful classes.

Graded work for PRSN0500 include a midterm and a final exam, as well as weekly readings and written assignments. These assignments were often translations of short stories, either from Persian to English or vice versa. Students enjoyed the stories they read for this course, as well as the translation assignments themselves. They wrote that while translations were challenging, they were excellent learning tools. On average, reviewers spent three hours working on each week’s assignments.

Students in “Advanced Persian Language and Culture I” appreciated the literature they were introduced to in the course. While they would have liked to meet and talk more often, they felt that the written work they did in this class was able to substantially improve their language skills.";500;3;3;3;1;1;1;0;1;12pm;Afternoon
Religious Studies;RELS 0014;Jesus;Who was, and is, Jesus? Who decides? What can we know about the historical Jesus and who he became? In this course, we will begin with the earliest accounts of Jesus as recounted in the canonical gospels and outside it (e.g., the Gospel of Judas). Then we will turn to the many ways that later generations of Christians (both heretical and orthodox) and non-Christians depicted Jesus, especially in art, literature, theology, politics, and entertainment. We will read canonical and non-canonical Christian texts, Jewish accounts of Jesus, the Quran, modern Christian apologetic literature, and analyze films like the Life of Brian.;N/A;14;26;1;1;1;0;1;0;1;10am;Morning
Religious Studies;RELS 0060A;Believers, Agnostics, and Atheists in Contemporary Fiction and Memoirs (JUDS 0050A).;Interested students must register for JUDS 0050A.;;60;26;2;1;3;3;3;3;3;3;3
Religious Studies;RELS 0060E;Angels and Demons Past and Present (JUDS 0064);Interested students must register for JUDS 0064.;;60;26;3;1;3;3;3;3;3;3;3
Religious Studies;RELS 0080;Japan: Nature, Ritual and the Arts;"This course is an introduction to Japanese cultural and aesthetic traditions as represented in literature, the fine arts, gardening, tea practice, and selected martial arts. Readings include translations of classic Japanese works of literature and aesthetic theory, as well as modern interpretive and historical scholarship. Audiovisual materials are used to supplement the readings whenever feasible. Students who have no previous exposure to Japanese studies are welcome; there are no prerequisites. The format of the course is a combination of lecture and discussion.";N/A;80;26;4;1;0;1;0;1;0;1pm;Afternoon
Religious Studies;RELS 0085A;Exodus: Freedom in the Modern Black and Jewish Religious Imaginations;A symbol of the journey from exile and captivity, slavery and oppression to liberation and freedom, the story of the Biblical Exodus of the Israelites from Egypt has helped many communities articulate narratives of suffering and redemption. In this class, we will examine Black and Jewish confrontations with catastrophic conditions in modernity and try to understand the distinctive and yet paralleled ways the Exodus narrative has helped these communities undertake projects of racial, ethnic, and collective struggle for freedom and cultural self-transformation.;N/A;85;26;5;1;0;1;0;1;0;10:30am;Morning
Religious Studies;RELS 0090A;Women and Gender in Ancient Religions;What was religion like for women in the ancient Mediterranean world? What experiences, emotions, and constraints characterized women’s religious lives? What was public and what was private? What were the family issues involved? How were religions gendered? Were there major differences between religions that included goddesses and priestesses, and those that did not? Were notions of gender fixed or fluid? Could they enable religious freedoms for women? We will explore these and other questions through a consideration of religions Greek, Roman, Jewish, and Christian between roughly 500 BCE and 500 CE, with a focus on the Roman Empire. Discussion;"*Please note that this course was taught online – this review may not be reflective of future semesters*

""Women and Gender in Ancient Religions"" (RELS0090A) is a first year seminar course that discusses the lives of women in ancient religious contexts. The course focuses on Ancient Greek, Roman, Jewish, and Christian cultures and religions. As a first year seminar, this course has no prerequisites, but reviewers noted that knowledge of Greek and Roman mythology and familiarity with Christian and Jewish beliefs was helpful.

Reviewers enjoyed Professor Susan Harvey's lecture style, especially her ability to encourage discussion and deliver engaging lectures. She was also very available to meet with students, providing excellent feedback on writing assignments.

During the course, respondents completed three 5 to 7-page papers based on the weekly readings in each unit. Students found the work challenging but rewarding. In addition, reviewers noted that the readings were very interesting. Class participation was also a significant part of students' final grade, making up 30%. On average, students spent about five hours a week outside of class working on assignments, reaching a maximum of about 10 hours a week.

Overall, students felt that they learned a lot and greatly enjoyed Professor Harvey's instruction. While students did note that there was a lot of reading, ""Women and Gender in Ancient Religions"" was highly recommended to anyone who is curious about ancient history and culture. Any first year student is welcome in this course, with or without familiarity with the classical world, ancient Judaism, or Christianity.";90;26;6;1;0;1;0;1;0;4pm;Afternoon
Religious Studies;RELS 0090B;Indigenous Ecologies;A collaborative exploration of (mainly North American) Indigenous traditions, practices, and beliefs in relation to ecology. We will learn about a variety of Indigenous environmental perspectives and practices as expressed by Indigenous authors, elders, film producers, and community members. Topics will include: Indigenous knowledge systems, environmental activism, sacred lands, the importance of place, kinship relations to the human and more-than-human, climate change adaptation, storytelling, tribal and food sovereignty, and how settler colonialism and dispossession have affected Indigenous populations in their relation to the environment. Additionally, we will learn about Brown University’s relation to local Indigenous lands and populations, and how Indigenous research methods can inform the Brown community of scholars. Our community of learning will discuss broad topics that relate to life and learning at the University, and will offer guidance and support for students’ first year experience at Brown.;N/A;90;26;7;1;0;0;1;0;0;3pm;Afternoon
Religious Studies;RELS 0090M;Religion Violence and Media;One of the most controversial issues in contemporary political discourse is the question of Islamist violence and its relationship to Islamic religion and practice. In this course, we will explore the phenomenon and media representation of radicalization, and their relationship to a number of institutions and issues, including but not limited to: religious texts, global politics, colonialism, war, and nationalism. The goals of this course are to familiarize students with the historical and discursive issues pertaining to radicalism and religious violence in Islamic and non-Islamic contexts, and to posit questions about what constitutes “radicalism” in a given tradition or cultural context.;N/A;90;26;8;1;1;0;0;0;0;3pm;Afternoon
Religious Studies;RELS 0100;Buddhist Thought, Practice, and Society;From its beginnings to the 21st century. Principal teachings and practices, institutional and social forms, and artistic and iconographical expressions.;;100;26;9;1;3;3;3;3;3;3;3
Religious Studies;RELS 0120;The Classical Chinese Philosophy of Life;An introduction to the origins and early development of the indigenous religious thought of China from the oracle bone divination of the Shang Dynasty to the ethical philosophy of Confucianism and the cosmology and mysticism of Daoism. The course will seek to identify and elucidate the basic elements of the distinctive Chinese world view and demonstrate how they have shaped the nature of religious practice and experience and how they have been shaped by them. Works of interpretive scholarship will be used to supplement the primary texts in translation that will form the course. Optional lab section.;;120;26;10;2;3;3;3;3;3;3;3
Religious Studies;RELS 0140;Food, Religion and Politics in South Asia;Why study food? What can food tell us about religion, politics, and culture? Food in South Asia often shapes identity, social status, ritual purity, religious belonging, and political activism—the notion that you are what you eat has wide currency. Whatever form it takes, food embodies histories of migration, trade, empire, colonialism, and ethics. Through reading primary texts and ethnographic articles, watching films, and (of course) eating delicious food, we will explore the rich foodways of South Asia and their social, religious, and political ramifications.;;140;26;11;2;3;3;3;3;3;3;3
Religious Studies;RELS 0145;Karma, Rebirth and Liberation: Life and Death in South Asian Religions;"Karma, Sanskrit for the ""action"" that makes up a human life, has been a central concern for the religious traditions of South Asia throughout their history. Hinduism, Buddhism and Jainism share the belief that after death people are reborn, taking on lives according to their actions in lives previous. In these traditions, liberation from the cycle of rebirth becomes the ultimate goal of human existence. This course examines the ideas of karma, rebirth and liberation in Hinduism, Buddhism and Jainism from historical, cosmological, ritual, narrative, iconographic and theological points of view. We also look at these ideas in Western culture.";"Interested in studying rebirth and karma, which are present in many South Asian religious traditions? Then you should consider taking “Karma, Liberation + Rebirth” (RELS0145) with Professor Finnian Moore-Gerety! This seminar studies karma in Hinduism, Buddhism, and Jainism from a variety of perspectives, including through historical, theological, and ritual lenses. There are no official prerequisites for this course, and students reported that none are necessary except for an open and inquiring mind.

Professor Moore-Gerety split the class into lectures and discussions, both of which students enjoyed. Survey respondents praised his energy and passion for the subject, stating that it came across in his engaging lectures. In addition, reviewers liked how Professor Moore-Gerety encouraged people to discuss their own ideas and generate their own answers to questions, rather than doing all the talking himself. However, some respondents commented that the discussions could be lackluster if students hadn’t done the readings in advance. Students reported that Professor Moore-Gerety provided timely, specific, and helpful feedback on papers, while meetings with him outside of class were friendly and useful.

Class assignments consisted of weekly readings and two-page reflection papers, in addition to midterm and final papers. Students reported that the weekly assignments “required a good amount of thinking” and forced them to form opinions about the topics studied. While the readings and papers took a certain amount of time and thought, survey respondents found them very relevant to the course and useful for stimulating class discussion, even though they were difficult for some students.

Overall, students enjoyed this class, praising the thought-provoking readings and class discussions and engaging lectures. Respondents suggested that the class meet more than once a week in the future and also advised students to stay on top of the work, as it was easy to fall behind. If you are interested in the topic and have enough time in your schedule, consider shopping “Karma, Liberation + Rebirth” if you’re looking for “a fun, informative and perspective broadening course” that one student reported “has helped shape my view on a broad array of subjects in my day to day life.”";145;26;12;2;0;1;0;0;0;4pm;Afternoon
Religious Studies;RELS 0520;Tai Chi, Qigong, and Traditions of Energy Cultivation in China;In recent years Taijiquan (Tai Chi) and Qigong have become increasingly popular forms of exercise, alternative medicine and contemplative practice. This course aims to provide students with a foundation for understanding these practices through an exploration of their roots in Chinese medicine, philosophy and religion, as well as their more recent history in modern China and the rest of the world. In addition to studying historical and scholarly interpretations of these practices, students will also have the opportunity to learn basic Qigong and Taijiquan in weekly labs.;;520;26;13;2;3;3;3;3;3;3;3
